id,name,description,ingredients,ingredients_raw_str,serving_size,servings,steps,tags,search_terms
334300,Red Lentil Coconut Curry,Yummy fall recipe.  Especially good when topped with diced pears and yogurt.,"bay leaves, coconut milk, cooked brown rice, curry powder, dried red lentils, fresh pears, garlic, gingerroot, ground cinnamon, ground cumin, ground red pepper, ground turmeric, head cauliflower, onion, peas, pepper, plain yogurt, roasted sunflower seeds, sweet potato, tamari, tomato sauce, water","[""1   large    onion, minced "",""1   tablespoon    garlic, minced "",""1   tablespoon    gingerroot, peeled and minced "",""2   teaspoons    curry powder"",""1/2  teaspoon    ground turmeric"",""1/2  teaspoon    ground cumin"",""1/2  teaspoon    pepper"",""1/4  teaspoon    ground red pepper"",""1/4  teaspoon    ground cinnamon"",""2 -3       bay leaves"",""13 1/2  ounces    coconut milk"",""1/4  cup    tamari or 1/4  cup    soy sauce"",""1   cup    tomato sauce"",""2   cups    dried red lentils, rinsed "",""5   cups    water"",""1   medium    head cauliflower, cut into 1 1/2 inch pieces "",""1   large    sweet potato, peeled and cut into 1-inch cubes "",""4 -6   cups    cooked brown rice"",""1 -2   cup    peas"",""2 -3   cups    plain yogurt"",""3 -4      diced fresh pears"",""1   cup    roasted sunflower seeds""]",1 (540 g),8,"['In large soup pan, saute in coconut butter (skim from top of can if placed in freezer for 20 minutes) or 1 tablespoon oil until transparent.', 'Reduce heat and add spices (from garlic to bay leaves).  Cook and stir constantly for 3 minutes; do not let onion or spices brown.', 'Add coconut milk, soy sauce, and tomato sauce.  Simmer on low heat for 20 minutes, stirring often.', 'Meanwhile, in saucepan, cook red lentils in water for 15 minutes.  Then, add the lentils to the soup pot WITH water.', 'Add remaining items to soup pot and cook over medium heat just until tender (because the mixture is thick, this could take 30-45 minutes.  If pressed for time, steam the sweet potatoes and cauliflower in the microwave for 5 minutes and then add to the soup pot).  If using peas, add at the end of the cooking time.', 'Serve over brown rice with the following optional toppings: fresh diced pears, roasted sunflower seeds, plain yogurt.']","['curries', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'malaysian', 'main-dish', 'beans', 'asian', 'lentils', '4-hours-or-less']","{'dinner', 'malaysian'}"
514620,Indonesian/Malaysian Street Noodles,"My boyfriend from south east asia said this is closer to traditional than most of the yellow curry versions we see in the US. No meat in this one but I'm sure you could add! Feel free to mix up the veggies too. The first time I made this, I used broccoli, snap peas, and baby corn instead. Although, the peppers are traditional. Adapted from Pinch of Yum","bean sprouts, bell pepper, curry powder, frozen peas, garlic, low sodium soy sauce, minced ginger, mirin, oil, rice vermicelli, sambal oelek, scallion, shallots, shiitake mushroom, vegetable broth","[""5   ounces   thin rice vermicelli"",""1   tablespoon    oil"",""1       bell pepper, thinly sliced "",""2       shallots, thinly sliced "",""1   cup    bean sprouts"",""1   teaspoon    curry powder"",""1   cup   sliced shiitake mushroom"",""1   cup    frozen peas"","" sliced scallion (to garnish)"","""",""3/4  cup    vegetable broth or 3/4  cup    chicken broth"",""1/4  cup    low sodium soy sauce"",""3   tablespoons    mirin"",""2   teaspoons   minced garlic"",""1   teaspoon    minced ginger"",""1   teaspoon    sambal oelek (or to taste)""]",1 (167 g),4,"['Soak the rice noodles in a large bowl of hot water for a few minutes. Drain, rinse with cold water and set aside.', 'Mix the ingredients for the sauce in a small bowl and set aside.', 'Heat the oil in a large skillet over high heat. Add the peppers, shallors, and bean sprouts, and curry powder. Stir-fry for 5 minutes until shallots are soft. Add the mushrooms and the peas, stir-fry for  minutes. The vegetales should be tender-crisp.', 'Add the noodles to the pan. Add 1/4 cup sauce and stir fry, using tongs to mix the noodles together. After a few minutes, remove from heat and add as much sauce as desired. Top with scallions.']","['weeknight', '30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'lunch', 'main-dish', 'pasta', 'vegetables', 'asian', 'vegan', 'vegetarian', 'dietary', 'one-dish-meal', 'mushrooms', 'pasta-rice-and-grains', 'peppers']","{'vegetarian', 'lunch', 'malaysian', 'noodles', 'dinner', 'indonesian', 'vegan'}"
69488,Coconut Rice (nasi Lemak),"I usually serve this fluffy, fragrant rice with Malaysian chicken curry - absolute heaven!","black pepper, chicken stock, chili flakes, coconut milk, desiccated coconut, garlic powder, ground ginger, long grain rice, pandan leaves, salt, turmeric","[""1 1/2  cups    long grain rice"",""2 -2 1/2  cups    chicken stock"",""1/2  cup    coconut milk (low fat)"",""5       pandan leaves (tied into a knot for easy removal)"",""1   teaspoon    garlic powder"",""1   dash    salt"",""1/4  cup    desiccated coconut (dried flaked coconut)"","""",""1   dash    turmeric"",""1   dash    black pepper"",""1   dash    ground ginger"",""1   dash    chili flakes""]",1 (149 g),6,"['Combine stock, coconut milk, pandan leaves, garlic powder and salt in a saucepan.', 'Simmer over low heat.', 'In the meantime dry fry dessicated coconut with the spices until lightly browned.', 'I usually cook the rice with the stock in a rice cooker but you can cook it in the same saucepan (covered) for about 20 minutes or until all liquid is absorbed.', 'Add the dessicated coconut and mix well before serving.', 'May serve with Malaysian Chicken Curry.']","['30-minutes-or-less', 'time-to-make', 'main-ingredient', 'cuisine', 'preparation', 'malaysian', 'fruit', 'rice', 'asian', 'nuts', 'coconut', 'pasta-rice-and-grains', 'white-rice', 'long-grain-rice']","{'rice', 'malaysian'}"
54711,Chicken and Vegetables Congee (Chok),"This is totally and utterly comfort food for Asians. Posted this recipe for Skipper/Sy. It is a total self-creation that has become a staple in my family. We actually have craving for this. A total balanced meal, all in one. You can substitute the chicken with beef or pork. Still good. :) It can be served to toddlers cos it is very soft. Asian toddlers eat congee quite a bit.","broccoli, carrot, chicken thighs, chinese wine, cilantro, dried scallops, eggs, fresh ginger, garlic cloves, green onion, lowsodium worcestershire sauce, oyster sauce, rice, sesame oil, soya sauce, sugar, water, white pepper","[""1 1/2  cups   of washed rice"",""8   cups   of room temperature water"",""6   large    chicken thighs (can use any part of the chicken)"",""1/2  cup    dried scallops"",""5       garlic cloves, skinned and crushed "",""1   slice    fresh ginger, thick, crushed  (2cm)"",""3   tablespoons    oyster sauce"",""2   tablespoons    Chinese wine or 2   tablespoons    sherry wine"",""1   tablespoon    soya sauce"",""1   tablespoon    white pepper or 1   tablespoon    black pepper"",""1 1/2  teaspoons    sugar"",""1   tablespoon    low-sodium worcestershire sauce"",""1   tablespoon    sesame oil"",""1       carrot (sliced about 1 cm in thickness)"",""1   head    broccoli (chopped up to bite size)"",""2       eggs"","""","" chopped green onion"","" chopped cilantro"",""1   dash    white pepper""]",1 (606 g),6,"['Cut the chicken thighs up into two inch lengths.', 'Marinate the chicken with the oyster sauce, Chinese wine/sherry, soy sauce, pepper, sugar, Worcestershire sauce and sesame oil.', 'Leave the chicken to marinate in the fridge for about 30 min or longer.', '(the longer it is left to marinate, the tastier the chicken will be.) Grab a large pot, pour the rice, water, ginger, garlic and dried scallops inches.', 'Let this boil on a low heat for about 1 hour.', ""(this is to bring out the flavor or the spices and scallops) Do check on the congee frequently and give it a stir, so that the rice doesn't stick and burn at the bottom of the pot."", 'NOTE: The congee is boiled at low heat, so that the congee will be smooth.', 'NOTE: The more frequently you stir the congee, the faster the rice grains will break down, making the porridge smoother and tastier.', 'Pour in the carrots, and allow the congee to continue simmering.', 'Take the chicken out of the fridge, and pour it into the congee.', ""(a fair bit of water would have disappeared by now; thus adding the chicken won't cause it to overflow) Add 2 cups boiling hot water into the pot, and stir the congee."", 'Allow this to cook for about 15 minutes.', 'Add the broccoli into the pot.', 'Allow the congee to cook until you are happy with the thickness of the congee.', 'Bring the congee to a boil, while continuously stirring it.', 'Once it boils, turn the heat off, and drop the two eggs into the pot of congee.', 'Leave it for about 30 seconds, and give it a good stir to break up the egg totally and it mixes very well into the congee.', 'Ladle into bowls, and garnish.', 'Enjoy a bowl of smooth yummy congee.']","['weeknight', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'breakfast', 'lunch', 'main-dish', 'eggs-dairy', 'poultry', 'rice', 'vegetables', 'asian', 'chinese', 'japanese', 'easy', 'beginner-cook', 'fall', 'winter', 'stews', 'grains', 'eggs', 'chicken', 'stove-top', 'dietary', 'one-dish-meal', 'seasonal', 'comfort-food', 'inexpensive', 'meat', 'chicken-thighs-legs', 'pasta-rice-and-grains', 'white-rice', 'long-grain-rice', 'short-grain-rice', 'medium-grain-rice', 'broccoli', 'carrots', 'brunch', 'novelty', 'taste-mood', 'savory', 'equipment', '4-hours-or-less']","{'lunch', 'malaysian', 'dinner', 'breakfast', 'chinese', 'japanese', 'chicken'}"
54786,Prawn Pad Thai,"This is a great and quick meal. Wow your guest, they will think that you have slaved over this for ages.","bean sprouts, canola oil, eggs, fish sauce, ginger, green onions, lemon juice, peanuts, prawns, red chilies, rice noodles, sugar","[""200   g    rice noodles"",""2   tablespoons    canola oil"",""2       eggs, lightly beaten "",""1   tablespoon   chopped ginger"",""2   large    red chilies, chopped "",""25   medium   green raw prawns, peeled,leaving just tail "",""1/4  cup    lemon juice or 1/4  cup    lime juice"",""2   tablespoons    fish sauce"",""1   tablespoon    sugar"",""40   g    bean sprouts"",""2       green onions, sliced "",""2   tablespoons   chopped peanuts""]",1 (193 g),4,"['Place the rice stick noodles in a bowl and cover with boiling water.', 'Allow to soak till soft.', 'Drain and rinse with cold water.', 'Heat 1 tablepsoon of the oil in a wok over high heat.', 'Add the eggs, swirl, stir gently and cook until just set.', 'Remove from the wok and set aside.', 'Add the remaining oil, ginger and chilli to the wok and cook for 1 minute.', 'Add the prawns and cook for 3 minutes or till they start to turn pinkish.', 'Add the noodles, lemon juice, fish sauce and sugar and cook for another 3 minutes.', 'Toss through the cooked egg, beansprouts and green onions/scallions.', 'Serve IMMEDIATELY, sprinkled with the peanuts.', 'You can add more peanuts if you like it crunchier.']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'main-dish', 'side-dishes', 'eggs-dairy', 'fruit', 'pasta', 'seafood', 'asian', 'chinese', 'thai', 'easy', 'beginner-cook', 'dinner-party', 'fall', 'holiday-event', 'romantic', 'spring', 'summer', 'winter', 'nuts', 'shrimp', 'fish', 'eggs', 'stove-top', 'dietary', 'spicy', 'one-dish-meal', 'seasonal', 'stir-fry', 'comfort-food', 'valentines-day', 'pasta-rice-and-grains', 'freshwater-fish', 'saltwater-fish', 'shellfish', 'brunch', 'novelty', 'taste-mood', 'savory', 'equipment', 'number-of-servings', 'presentation', 'served-hot', 'technique']","{'malaysian', 'thai', 'side', 'dinner', 'chinese'}"
54856,BBQ Duck And Ramen Soup,Love this simple but delicious noodle soup on a cold wet rainy day. Great meal in one. Total comfort food.,"bean sprouts, bok choy, chicken stock, chinese barbecued duck, coriander, ginger, lemon juice, lemongrass, ramen noodles, red chile, red chilies, salt, shallots, water, white pepper","[""5   cups    water"",""4   cups    chicken stock"",""2       red chilies, seeded and halved "",""8   slices    ginger or 8   slices    galangal"",""3   tablespoons    lemon juice or 3   tablespoons    lime juice (use the big lime)"",""3   stalks    lemongrass"",""2   sprigs    coriander"",""1       Chinese barbecued duck, deboned and chopped "",""4       shallots, chopped "",""150   g   dried ramen noodles"",""  bean sprouts, to garnish "",""  red chile, to garnish "",""  coriander, to garnish  (cilentro)"",""3   bunches    bok choy"",""  salt"",""  white pepper""]",1 (842 g),4,"['Combine stock and water into saucepan and heat till liquid is simmering.', 'Add, galangal, chillies and lime juice to saucepan.', 'Bruise lemon grass and coriander (to release flavour), and add to saucepan.', 'Simmer liquid for 20 minutes.', 'Strain liquid, and return to saucepan.', 'Heat liquid with duck and shallots.', 'Boil Ramen noodles in separate saucepan for 3-5 minutes or till tender.', 'Drain noodles.', 'Add noodles and bak choy (optional the bak choy) to soup stock and simmer for 5 minutes.', 'Ladle soup to serving bowls, garnishing with bean sprouts, chilli strips and coriander.', ""Add salt and pepper to taste (I don't think it's needed)."", 'Enjoy hot.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'lunch', 'main-dish', 'soups-stews', 'pasta', 'poultry', 'vegetables', 'asian', 'chinese', 'japanese', 'korean', 'easy', 'beginner-cook', 'dinner-party', 'fall', 'holiday-event', 'spring', 'winter', 'stove-top', 'dietary', 'one-dish-meal', 'seasonal', 'comfort-food', 'valentines-day', 'inexpensive', 'meat', 'duck', 'pasta-rice-and-grains', 'greens', 'bok-choys', 'brunch', 'novelty', 'taste-mood', 'savory', 'equipment', 'presentation', 'served-hot']","{'lunch', 'malaysian', 'japanese', 'korean', 'dinner', 'chinese', 'soup', 'barbecue'}"
58164,Sticky Rice with Mango and Lime,Found this recipe on Donna Hay's cookbook titled ,"banana leaves, coconut cream, glutinous rice, lime juice, lime rind, mango, palm sugar, sugar, water","[""1   cup    glutinous rice"",""2 1/2  cups    water"",""1/2  cup    coconut cream"",""3   tablespoons    sugar"",""6   pieces    banana leaves (15 cm or 6 inches square)"","""",""1       mango, peeled and chopped "",""1   teaspoon   grated lime rind"",""2   tablespoons    lime juice"",""1   tablespoon   grated palm sugar""]",1 (229 g),6,"['Rinse rice well under cold water, then drain.', 'Place rice and water in a saucepan over medium heat and bring to the boil.', 'Allow rice to simmer until almost all liquid has been absorbed.', 'Remove pan from heat and pour coconut cream over rice.', 'Cover rice and allow to stand for 5-7 minutes or until coconut cream has been absorbed.', 'Stir sugar through rice and set aside.', 'Place banana leaves in boiling water for 1-2 minutes or until they are soft.', 'Divide rice into 6 portions.', 'Spread half of each portion over the middle of the banana leaf.', 'Top rice with a sprinkling of mango, lime rind and juice, and palm sugar.', 'Cover filling with remaining portions of rice.', 'Roll up leaves and secure with toothpicks.', 'Place leaf packages on a hot barbecue or char grill and cook for 2 minutes on each side or until rice is heated through.', 'Serve warm or cold.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'lunch', 'snacks', 'fruit', 'rice', 'asian', 'thai', 'vietnamese', 'oven', 'barbecue', 'refrigerator', 'potluck', 'dinner-party', 'fall', 'finger-food', 'holiday-event', 'kid-friendly', 'picnic', 'romantic', 'spring', 'summer', 'vegan', 'vegetarian', 'nuts', 'grains', 'broil', 'stove-top', 'indonesian', 'dietary', 'gifts', 'seasonal', 'comfort-food', 'wedding', 'brown-bag', 'st-patricks-day', 'valentines-day', 'inexpensive', 'toddler-friendly', 'citrus', 'lime', 'coconut', 'tropical-fruit', 'mango', 'pasta-rice-and-grains', 'brunch', 'superbowl', 'taste-mood', 'sweet', 'to-go', 'equipment', 'grilling', 'presentation', 'served-cold', 'served-hot']","{'rice', 'vegetarian', 'lunch', 'malaysian', 'vegan', 'thai', 'dinner', 'indonesian', 'vietnamese', 'snack'}"
58163,Rice Paper Wrapped Fish,"A dish that takes no time to whip up, but good for a normal meal or finger food for a party you are organizing. Double the recipe...it's worth it! From Donna Hay's Dining cookbook","basil, black sesame seed, coriander, cumin seed, fish fillets, green chilies, oil, rice paper, sesame oil","[""800   g   firm fish fillets"",""2       green chilies, chopped "",""1   tablespoon    sesame oil"",""4   tablespoons   chopped coriander"",""2   tablespoons   chopped basil"",""1   teaspoon    cumin seed"",""12   large    rice paper, rounds "",""  oil (for frying)"",""  black sesame seed""]",1 (228 g),4,"['Wash fish, pat dry on absorbent paper and cut into 12 pieces.', 'Place chillies, sesame oil, coriander, basil and cumin seeds in a spice grinder or mortar and pestle, and grind until they form a rough paste.', 'Spread paste over fish.', 'Brush rice papers with warm water and set aside for 4 minutes or until they are soft.', 'Place a piece of fish on each round, fold in sides and roll to enclose.', 'Heat a little oil in a frypan over medium heat.', 'Cook fish parcels for 2-3 minutes on each side, or until rice paper is golden and crispy, and fish is tender.', 'Drain on absorbent paper.', 'Sprinkle fish with sesame seeds, and serve with steamed asian greens drizzled with oyster sauce and steamed jasmine rice.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'appetizers', 'lunch', 'main-dish', 'side-dishes', 'snacks', 'seafood', 'asian', 'chinese', 'japanese', 'korean', 'thai', 'vietnamese', 'easy', 'beginner-cook', 'potluck', 'dinner-party', 'fall', 'finger-food', 'holiday-event', 'kid-friendly', 'picnic', 'romantic', 'spring', 'summer', 'winter', 'fish', 'deep-fry', 'stove-top', 'dietary', 'gifts', 'seasonal', 'comfort-food', 'wedding', 'brown-bag', 'valentines-day', 'inexpensive', 'toddler-friendly', 'brunch', 'taste-mood', 'savory', 'to-go', 'equipment', 'presentation', 'served-hot', 'technique']","{'lunch', 'malaysian', 'japanese', 'thai', 'korean', 'appetizer', 'side', 'dinner', 'fish', 'vietnamese', 'chinese', 'snack'}"
59842,Chinese Poach Chicken Dip,This is my mum in laws family recipe--a Malaysian Chinese ethnic family.,"brown bean sauce, chicken stock, chili, cilantro, garlic cloves, ginger, oil, oyster sauce, pepper, spring onion, sugar","[""1   teaspoon   chinese brown bean sauce"",""1   stalk    cilantro (cut into 1 cm long) or 1   stalk    fresh coriander (cut into 1 cm long)"",""1   stalk    spring onion (cut into small pieces)"",""1   teaspoon    oyster sauce"",""3       garlic cloves (chopped)"",""  ginger (cube)"",""2   ounces    chicken stock"",""  sugar (to taste)"",""  pepper (to taste)"","" chopped chili"",""  oil""]",1 (57 g),2,"['Heat oil.', 'Sauté ginger till brown.', 'Add garlic, bean sauce and coriander.', 'Continue to sauté.', '(Add chili, if desired).', 'Now add chicken stock and oyster sauce.', 'Simmer till reduced by half.', 'Add sugar to reduce the saltiness and pepper to taste.', 'ENJOY!']","['15-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'for-1-or-2', 'sauces', 'malaysian', 'appetizers', 'condiments-etc', 'asian', 'chinese', 'easy', 'beginner-cook', 'dips', 'dietary', 'stir-fry', 'inexpensive', 'number-of-servings', 'presentation', 'served-cold', 'served-hot', 'technique']","{'appetizer', 'chicken', 'chinese', 'malaysian'}"
66374,Spicy Chilli,Traditional Malay Condiments that goes well with almost anything especially deep fried item,"birds eye chiles, dried shrimp paste, garlic, lime juice, salt and pepper, shallots, soy sauce, sugar","[""400   g   fresh birds eye chiles, blend "",""200   g    shallots, blend "",""100   g    garlic, blend "",""2   teaspoons    dried shrimp paste, blend  (fish sauce sub)"",""50   ml    lime juice"",""50   g    sugar"",""  salt and pepper (to taste)"",""  soy sauce""]",1 (80 g),10,"['Remove seed from chilli to tone down the spiciness. Blend all ingredient.', 'Add salt and pepper to taste. Do add additional sugar and lime juice before serving if you like it less spicy.', 'Keep in bottle- chill if possible.']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'sauces', 'malaysian', 'appetizers', 'condiments-etc', 'vegetables', 'asian', 'thai', 'easy', 'no-cook', 'beginner-cook', 'dips', 'food-processor-blender', 'dietary', 'spicy', 'onions', 'peppers', 'taste-mood', 'equipment', 'small-appliance', '3-steps-or-less', 'technique']","{'thai', 'appetizer', 'malaysian'}"
66799,Mango Chicken,"This is an old ""Canadian Living"" Recipe that has become a family favourite. We all love it, and sometimes I increase the amount of curry paste, depending on who is coming for supper! I normally make it with a pot of rice and a salad. It's a nice ""different"" dish when you have company. Everyone seems to love it!","boneless skinless chicken breast, cashews, chicken stock, cornstarch, curry paste, gingerroot, green onions, green pepper, mangoes, red pepper, rice vinegar, soy sauce, sugar, vegetable oil, yellow pepper","[""1   lb    boneless skinless chicken breast (4 breasts)"",""1       red pepper"",""1       yellow pepper"",""1       green pepper"",""3       green onions"",""2       mangoes"",""2/3  cup    chicken stock"",""3   tablespoons    sugar"",""2   tablespoons    soy sauce"",""2   tablespoons    rice vinegar or 2   tablespoons    cider vinegar"",""4   teaspoons    curry paste"",""4   teaspoons    cornstarch"",""4   teaspoons    vegetable oil"",""1   tablespoon   minced gingerroot"",""1/4  cup    cashews""]",1 (479 g),4,"['Cut chicken into three 4 inch pieces.', 'Seed, core and cut peppers into 1-inch pieces.', 'Slice onions into 1 1/2-inch lengths.', 'Peel and pit mangoes and cut into 2/3-inch pieces.', 'Whisk together stock, sugar, soy sauce, vinegar, cornstarch and curry paste.', 'In wok or skillet heat half of the oil over high heat; stir fry chicken for 4 minutes or until no longer pink inside.', 'Transfer to plate.', 'Add remaining oil to wok; stir-fry peppers for 2 minutes.', 'Stir in ginger, cook for 30 seconds.', 'Add stock mixture and chicken, cook stirring for 2 minutes or until sauce is thickened and chicken is hot.', 'Stir in onions and mango.', 'Sprinkle with cashews (if using).']","['curries', '30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'healthy', 'malaysian', 'main-dish', 'fruit', 'poultry', 'asian', 'dinner-party', 'holiday-event', 'low-fat', 'chicken', 'stove-top', 'dietary', 'spicy', 'low-cholesterol', 'low-saturated-fat', 'low-calorie', 'stir-fry', 'low-carb', 'valentines-day', 'healthy-2', 'low-in-something', 'tropical-fruit', 'mango', 'meat', 'taste-mood', 'equipment', 'technique']","{'low-calorie', 'malaysian', 'healthy', 'low-carb', 'low-fat', 'dinner', 'chicken'}"
67517,Spicy Stir-Fried Rice Noodle,"A wonderful and easy way to cook a 1-plate meal for two! It incorporates both Chinese and Malaysian style of cooking. The crispy anchovies are REALLY good! It will be waaay more yummy if you add some meat e.g. diced chicken, pork or shrimps.","anchovy, bean sprouts, black pepper, chili flakes, chinese cabbage, curry powder, dried shrimp, eggs, garlic, olive oil, oyster sauce, red onion, rice noodles, salt, shiitake mushrooms, shrimp paste, soy sauce","[""100   g    rice noodles or 100   g    vermicelli"",""2   cups    Chinese cabbage"",""1   cup    bean sprouts"",""3   pieces    shiitake mushrooms (about 1 cup)"",""2   cloves   minced garlic"",""1   small    red onion, chopped "",""1/4  cup    dried shrimp"",""1/2  cup    anchovy (we call it ikan bilis in malaysia)"",""1   tablespoon    curry powder"",""1   tablespoon    shrimp paste (belacan powder)"",""1   tablespoon    oyster sauce"",""  soy sauce, to taste "",""  black pepper, to taste "",""  salt, to taste "",""  chili flakes, to taste "",""3   tablespoons    olive oil"",""2   small    eggs""]",1 (213 g),2,"['Soak noodles in cold water for 1/2 hour or warm water for 15mins, then drain.', 'Beat eggs with fork in a small bowl, with a pinch of salt and black pepper.', 'Spray non-stick frying pan with cooking spray and fry beaten eggs.', 'Remove and slice egg into strips.', 'Heat canola oil in non-stick frying pan.', 'Once hot, fry anchovies until golden brown and fragrant.', 'Remove and use kitchen paper towel to soak up excess oil from anchovies.', 'Still using the remaining oil, saute garlic, onions and dried shrimps for approx 2 minutes over medium heat, until fragrant.', 'Add cabbage, sprouts and mushrooms, saute for 1-2 minutes (until half-cooked).', 'Add curry powder, belacan powder, black pepper, oyster sauce, chilli flakes, continue to stir fry.', 'Add pre-soaked noodle and stir-fry until noodles are cooked.', 'Add soy sauce (i use about 1 tablespoon), stir-fry until sauce is well-incorporated in noodles (you may want to taste noodles before adding too much soy sauce).', 'Top with crispy anchovies and sliced egg-strips before serving.']","['weeknight', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'for-1-or-2', 'malaysian', 'main-dish', 'asian', 'chinese', 'dietary', 'one-dish-meal', 'stir-fry', 'pasta-rice-and-grains', 'number-of-servings', 'technique', '4-hours-or-less']","{'rice', 'malaysian', 'noodles', 'dinner', 'chinese'}"
68723,Spiced Pumpkin,This is adapted from a Womens Weekly recipe.   Good vegetarian recipe served with some rice.,"black mustard seeds, butternut pumpkin, dried curry leaves, garlic cloves, ground coriander, ground cumin, ground turmeric, red lentils, shredded coconut, spring onions, vegetable oil, water","[""1   tablespoon    vegetable oil"",""50   g    red lentils"",""1   teaspoon    black mustard seeds"",""6       dried curry leaves"",""2       garlic cloves, crushed "",""2   teaspoons    ground coriander"",""1   teaspoon    ground cumin"",""1/2  teaspoon    ground turmeric"",""4       spring onions, chopped "",""600   g   peeled and chopped butternut pumpkin"",""500   ml    water"",""15   g    shredded coconut""]",1 (313 g),4,"['Heat ghee in pan and add lentils, seeds and curry leaves and cook stirring until lentils are browned and seeds pop.', 'Add garlic, spices and spring onions, cook stirring until spices become nice and fragrant.', 'Add pumpkin and water and simmer covered 10 minutes.', 'Add coconut milk, cook uncovered for about 5 minutes and the pumpkin is tender.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'malaysian', 'main-dish', 'vegetables', 'asian', 'vegetarian', 'stove-top', 'dietary', 'one-dish-meal', 'equipment']","{'dinner', 'vegetarian', 'malaysian'}"
69487,Malaysian Chicken Curry,"I love these tender chicken pieces in fragrant coconut curry gravy. When served with hot coconut rice and fried anchovies, it's called Nasi Lemak. (Check out my recipe for the rice). I'd like to think this is lower in fat than those restaurant ones. Eat the leftover with crusty French bread. Yum...","chili flakes, chili paste, coconut milk, curry leaves, curry powder, desiccated coconut, evaporated lowfat milk, frozen mixed vegetables, garlic cloves, garlic powder, ginger, ground ginger, lemongrass, olive oil, onion, red chilies, salt and pepper, skinless chicken thighs, turmeric","[""1/2  cup    desiccated coconut (dried flaked coconut, unsweetened)"",""1   teaspoon    turmeric"",""1   teaspoon    ground ginger"",""1   teaspoon    garlic powder"",""  chili flakes"",""  salt and pepper, to taste "",""1   tablespoon    olive oil"",""2   tablespoons    ginger, minced "",""2       garlic cloves, minced "",""1   small    onion, chopped  (red or yellow)"",""2       red chilies, chopped "",""1   stalk    lemongrass (bruised and cut into chunks)"",""2   tablespoons    curry powder"",""2   tablespoons    chili paste (less or more depending on your tolerance)"",""2   tablespoons    curry leaves, chopped "",""1/2  cup    coconut milk (i use the low fat variety)"",""3       skinless chicken thighs (halved so it makes 6 pcs)"",""3   tablespoons    evaporated low-fat milk"",""1 -2   cup    frozen mixed vegetables (carrot, green beans, pepper etc)""]",1 (307 g),3,"['First, dry fry the dessicated coconut with turmeric, ground ginger, garlic powder, chilli flakes, salt and pepper until lightly browned (you can also toast it in the oven at 300°F for 5-10mins but you have to watch it VERY carefully as it burns quickly; you may need to stir once or twice); set aside.', 'Heat olive oil in a medium saucepan.', 'Once hot, turn heat down to medium hot and saute onion, garlic, chopped chilli, ginger and lemongrass for 2 minutes.', 'Stir in curry powder, mix well for another minute.', 'Stir in chilli paste, stir fry until well-combined.', 'Add curry leaves, stir fry until fragrant (about 1-2 minutes).', 'Add about 1/2 - 1 cup of water and coconut milk.', 'Simmer for 2-3 minutes.', 'Add the chicken pieces and let cook over low heat for approximately 20 minutes, adding more water if you find it too dry.', 'Add the evaporated milk to the curry, stir well.', 'Add the vegetables and simmer for another 10 minutes.', 'You may add some salt and pepper if desired (i usually add a good dash of black pepper).', 'Finally, stir in the dessicated coconut (the mixture should be quite thick).', 'Serve over hot coconut rice (nasi lemak), garnished with sliced cucumber.']","['curries', '60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'malaysian', 'main-dish', 'poultry', 'asian', 'chicken', 'meat']","{'chicken', 'dinner', 'malaysian'}"
